Seq,CoQ number,CoQ type,Basis date,Issue date,Packaged lot,Cultivation batch,Strain,Grade,iCoA reference,№,Group,Parameter,Параметар,Method / reference,Acceptance criterion,Result,Source document,Document date,Issuing institution,Report series,Status,Performed by,Also on file
3291,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),2,,Identification B · Microscopic,Идентиф. Б · Микроскопски,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
3292,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),3,,Identification C · HPLC/HPTLC,Идентиф. Ц · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms,227-28-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3293,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),4,,Assay — Total Δ⁹-THC,Анализа — вкупен Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"18.40 – 21.59 %  (grade III, nominal 20.00 ± 1.60)",21.30,227-28-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3294,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),5,,Assay — Total CBD,Анализа — вкупен CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",<LOQ,227-28-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3295,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),6,,Total CBN,Вкупен CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",<LOQ,227-28-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3296,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),7,,Foreign Matter,Страни материи,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",—,—,,,,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
3297,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),8,,Loss on Drying,Губиток при сушење,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,6.63,ППК25281,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,UKIM CNP potency,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3298,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.1,Microbiological Purity | Микробиолошка Чистота,TAMC,Вкупен аеробен микробен број,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,9×10³,947/1685/25,17.09.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (558/1089/26)
3299,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.2,Microbiological Purity | Микробиолошка Чистота,TYMC,Вкупен број квасци/мувли,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,6.3×10³,947/1685/25,17.09.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (558/1089/26)
3300,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.3,Microbiological Purity | Микробиолошка Чистота,Bile-tolerant gram-neg.,Жолчно-толерантни грам-нег.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,<10,947/1685/25,17.09.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (558/1089/26)
3301,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.4,Microbiological Purity | Микробиолошка Чистота,Salmonella,Салмонела,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Одговара (absent),947/1685/25,17.09.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,Одговара (absent) (558/1089/26)
3302,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.5,Microbiological Purity | Микробиолошка Чистота,Escherichia coli,Ешерихија коли,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Одговара (absent),947/1685/25,17.09.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,Одговара (absent) (558/1089/26)
3303,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.6,Microbiological Purity | Микробиолошка Чистота,Pseudomonas aeruginosa,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
3304,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),9.7,Microbiological Purity | Микробиолошка Чистота,Staphylococcus aureus,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
3305,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),10.1,Mycotoxins | Микотоксини,Aflatoxin B₁,Афлатоксин B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,—,—,,,,awaiting the mycotoxin re-analysis — Farmahem,,
3306,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),10.2,Mycotoxins | Микотоксини,Aflatoxins ∑,Афлатоксини ∑ (B₁+B₂+G₁+G₂),Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,—,—,,,,awaiting the mycotoxin re-analysis — Farmahem,,
3307,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),10.3,Mycotoxins | Микотоксини,Ochratoxin A,Охратоксин A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,—,—,,,,awaiting the mycotoxin re-analysis — Farmahem,,
3308,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),11.1,Heavy Metals | Тешки метали,Lead (Pb),Олово (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.02,4349/2025,15.09.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3309,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),11.2,Heavy Metals | Тешки метали,Cadmium (Cd),Кадмиум (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,N.D.,4349/2025,15.09.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3310,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),11.3,Heavy Metals | Тешки метали,Arsenic (As),Арсен (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.042,4349/2025,15.09.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3311,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),11.4,Heavy Metals | Тешки метали,Mercury (Hg),Жива (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,N.D.,4349/2025,15.09.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3312,(assigned on issue),additional testing (12-month) — predicted,17.09.2026,≥ 11.09.2026,P050172,CJ052501-2,Cup Junky,,(assigned on issue),12,,Pesticide Residues,Остатоци од пестициди,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,N.D.,4349/2025,15.09.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3313,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),1,,"Identification A, Appearance · Macroscopic","Идентиф. A, Изглед, Макроскопски",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
3314,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),2,,Identification B · Microscopic,Идентиф. Б · Микроскопски,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
3315,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),3,,Identification C · HPLC/HPTLC,Идентиф. Ц · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms,227-27-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3316,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),4,,Assay — Total Δ⁹-THC,Анализа — вкупен Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"26.40 – 29.59 %  (grade I, nominal 28.00 ± 1.60)",28.18,227-27-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3317,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),5,,Assay — Total CBD,Анализа — вкупен CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",<LOQ,227-27-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3318,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),6,,Total CBN,Вкупен CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",<LOQ,227-27-К/26,11.09.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
3319,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),7,,Foreign Matter,Страни материи,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",—,—,,,,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
3320,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),8,,Loss on Drying,Губиток при сушење,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,8.22,ППК25367,28.11.2025,UKIM Faculty of Pharmacy — Center for Natural Products,UKIM CNP potency,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
3321,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.1,Microbiological Purity | Микробиолошка Чистота,TAMC,Вкупен аеробен микробен број,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,4.5×10^3,1218/2169/25,01.12.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (556/1087/26)
3322,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.2,Microbiological Purity | Микробиолошка Чистота,TYMC,Вкупен број квасци/мувли,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,3.5×10^3,1218/2169/25,01.12.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (556/1087/26)
3323,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.3,Microbiological Purity | Микробиолошка Чистота,Bile-tolerant gram-neg.,Жолчно-толерантни грам-нег.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,1218/2169/25,01.12.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,< 10 (556/1087/26)
3324,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.4,Microbiological Purity | Микробиолошка Чистота,Salmonella,Салмонела,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Odgovara (Absent),1218/2169/25,01.12.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,Одговара (absent) (556/1087/26)
3325,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.5,Microbiological Purity | Микробиолошка Чистота,Escherichia coli,Ешерихија коли,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Odgovara (Absent),1218/2169/25,01.12.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,Одговара (absent) (556/1087/26)
3326,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.6,Microbiological Purity | Микробиолошка Чистота,Pseudomonas aeruginosa,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
3327,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),9.7,Microbiological Purity | Микробиолошка Чистота,Staphylococcus aureus,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
3328,(assigned on issue),additional testing (12-month) — predicted,02.12.2026,≥ 11.09.2026,P050252,CJ072501,Cup Junky,,(assigned on issue),10.1,Mycotoxins | Микотоксини,Aflatoxin B₁,Афлатоксин B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,—,—,,,,awaiting the mycotoxin re-analysis — Farmahem,,
